"","year","month","day","date","reg_season","mode"
"3211",1988,10,15,1988-10-15,"open","Private"
"3212",1988,10,16,1988-10-16,"open","Private"
"3213",1988,10,17,1988-10-17,"open","Private"
"3214",1988,10,18,1988-10-18,"open","Private"
"3215",1988,10,19,1988-10-19,"open","Private"
"3216",1988,10,20,1988-10-20,"open","Private"
"3217",1988,10,21,1988-10-21,"open","Private"
"3218",1988,10,22,1988-10-22,"open","Private"
"3219",1988,10,23,1988-10-23,"open","Private"
"3220",1988,10,24,1988-10-24,"open","Private"
"3221",1988,10,25,1988-10-25,"open","Private"
"3222",1988,10,26,1988-10-26,"open","Private"
"3223",1988,10,27,1988-10-27,"open","Private"
"3224",1988,10,28,1988-10-28,"open","Private"
"3225",1988,10,29,1988-10-29,"open","Private"
"3226",1988,10,30,1988-10-30,"open","Private"
"3227",1988,10,31,1988-10-31,"open","Private"
"3228",1988,11,1,1988-11-01,"open","Private"
"3229",1988,11,2,1988-11-02,"open","Private"
"3230",1988,11,3,1988-11-03,"open","Private"
"3231",1988,11,4,1988-11-04,"open","Private"
"3232",1988,11,5,1988-11-05,"open","Private"
"3233",1988,11,6,1988-11-06,"open","Private"
"3234",1988,11,7,1988-11-07,"open","Private"
"3235",1988,11,8,1988-11-08,"open","Private"
"3236",1988,11,9,1988-11-09,"open","Private"
"3237",1988,11,10,1988-11-10,"open","Private"
"3238",1988,11,11,1988-11-11,"open","Private"
"3239",1988,11,12,1988-11-12,"open","Private"
"3240",1988,11,13,1988-11-13,"open","Private"
"3241",1988,11,14,1988-11-14,"open","Private"
"3242",1988,11,15,1988-11-15,"open","Private"
"3243",1988,11,16,1988-11-16,"open","Private"
"3244",1988,11,17,1988-11-17,"open","Private"
"3245",1988,11,18,1988-11-18,"open","Private"
"3246",1988,11,19,1988-11-19,"open","Private"
"3247",1988,11,20,1988-11-20,"open","Private"
"3248",1988,11,21,1988-11-21,"open","Private"
"3249",1988,11,22,1988-11-22,"open","Private"
"3250",1988,11,23,1988-11-23,"open","Private"
"3251",1988,11,24,1988-11-24,"open","Private"
"3252",1988,11,25,1988-11-25,"open","Private"
"3253",1988,11,26,1988-11-26,"open","Private"
"3254",1988,11,27,1988-11-27,"open","Private"
"3255",1988,11,28,1988-11-28,"open","Private"
"3256",1988,11,29,1988-11-29,"open","Private"
"3257",1988,11,30,1988-11-30,"open","Private"
"3258",1988,12,1,1988-12-01,"open","Private"
"3259",1988,12,2,1988-12-02,"open","Private"
"3260",1988,12,3,1988-12-03,"open","Private"
"3261",1988,12,4,1988-12-04,"open","Private"
"3262",1988,12,5,1988-12-05,"open","Private"
"3263",1988,12,6,1988-12-06,"open","Private"
"3264",1988,12,7,1988-12-07,"open","Private"
"3265",1988,12,8,1988-12-08,"open","Private"
"3266",1988,12,9,1988-12-09,"open","Private"
"3267",1988,12,10,1988-12-10,"open","Private"
"3268",1988,12,11,1988-12-11,"open","Private"
"3269",1988,12,12,1988-12-12,"open","Private"
"3270",1988,12,13,1988-12-13,"open","Private"
"3271",1988,12,14,1988-12-14,"open","Private"
"3272",1988,12,15,1988-12-15,"open","Private"
"3273",1988,12,16,1988-12-16,"open","Private"
"3274",1988,12,17,1988-12-17,"open","Private"
"3275",1988,12,18,1988-12-18,"open","Private"
"3276",1988,12,19,1988-12-19,"open","Private"
"3277",1988,12,20,1988-12-20,"open","Private"
"3278",1988,12,21,1988-12-21,"open","Private"
"3279",1988,12,22,1988-12-22,"open","Private"
"3280",1988,12,23,1988-12-23,"open","Private"
"3281",1988,12,24,1988-12-24,"open","Private"
"3282",1988,12,25,1988-12-25,"open","Private"
"3283",1988,12,26,1988-12-26,"open","Private"
"3284",1988,12,27,1988-12-27,"open","Private"
"3285",1988,12,28,1988-12-28,"open","Private"
"3286",1988,12,29,1988-12-29,"open","Private"
"3287",1988,12,30,1988-12-30,"open","Private"
"3288",1988,12,31,1988-12-31,"open","Private"
"3289",1989,1,1,1989-01-01,"open","Private"
"3290",1989,1,2,1989-01-02,"open","Private"
"3291",1989,1,3,1989-01-03,"open","Private"
"3292",1989,1,4,1989-01-04,"open","Private"
"3293",1989,1,5,1989-01-05,"open","Private"
"3294",1989,1,6,1989-01-06,"open","Private"
"3295",1989,1,7,1989-01-07,"open","Private"
"3296",1989,1,8,1989-01-08,"open","Private"
"3297",1989,1,9,1989-01-09,"open","Private"
"3298",1989,1,10,1989-01-10,"open","Private"
"3299",1989,1,11,1989-01-11,"open","Private"
"3300",1989,1,12,1989-01-12,"open","Private"
"3301",1989,1,13,1989-01-13,"open","Private"
"3302",1989,1,14,1989-01-14,"open","Private"
"3303",1989,1,15,1989-01-15,"open","Private"
"3304",1989,1,16,1989-01-16,"open","Private"
"3305",1989,1,17,1989-01-17,"open","Private"
"3306",1989,1,18,1989-01-18,"open","Private"
"3307",1989,1,19,1989-01-19,"open","Private"
"3308",1989,1,20,1989-01-20,"open","Private"
"3309",1989,1,21,1989-01-21,"open","Private"
"3310",1989,1,22,1989-01-22,"open","Private"
"3311",1989,1,23,1989-01-23,"open","Private"
"3312",1989,1,24,1989-01-24,"open","Private"
"3313",1989,1,25,1989-01-25,"open","Private"
"3314",1989,1,26,1989-01-26,"open","Private"
"3315",1989,1,27,1989-01-27,"open","Private"
"3316",1989,1,28,1989-01-28,"open","Private"
"3317",1989,1,29,1989-01-29,"open","Private"
"3318",1989,1,30,1989-01-30,"open","Private"
"3319",1989,1,31,1989-01-31,"open","Private"
"3320",1989,2,1,1989-02-01,"open","Private"
"3321",1989,2,2,1989-02-02,"open","Private"
"3322",1989,2,3,1989-02-03,"open","Private"
"3323",1989,2,4,1989-02-04,"open","Private"
"3324",1989,2,5,1989-02-05,"open","Private"
"3325",1989,2,6,1989-02-06,"open","Private"
"3326",1989,2,7,1989-02-07,"open","Private"
"3327",1989,2,8,1989-02-08,"open","Private"
"3328",1989,2,9,1989-02-09,"open","Private"
"3329",1989,2,10,1989-02-10,"open","Private"
"3330",1989,2,11,1989-02-11,"open","Private"
"3331",1989,2,12,1989-02-12,"open","Private"
"3332",1989,2,13,1989-02-13,"open","Private"
"3333",1989,2,14,1989-02-14,"open","Private"
"3334",1989,2,15,1989-02-15,"open","Private"
"3335",1989,2,16,1989-02-16,"open","Private"
"3336",1989,2,17,1989-02-17,"open","Private"
"3337",1989,2,18,1989-02-18,"open","Private"
"3338",1989,2,19,1989-02-19,"open","Private"
"3339",1989,2,20,1989-02-20,"open","Private"
"3340",1989,2,21,1989-02-21,"open","Private"
"3341",1989,2,22,1989-02-22,"open","Private"
"3342",1989,2,23,1989-02-23,"open","Private"
"3343",1989,2,24,1989-02-24,"open","Private"
"3344",1989,2,25,1989-02-25,"open","Private"
"3345",1989,2,26,1989-02-26,"open","Private"
"3346",1989,2,27,1989-02-27,"open","Private"
"3347",1989,2,28,1989-02-28,"open","Private"
"3348",1989,3,1,1989-03-01,"open","Private"
"3349",1989,3,2,1989-03-02,"open","Private"
"3350",1989,3,3,1989-03-03,"open","Private"
"3351",1989,3,4,1989-03-04,"open","Private"
"3352",1989,3,5,1989-03-05,"open","Private"
"3353",1989,3,6,1989-03-06,"open","Private"
"3354",1989,3,7,1989-03-07,"open","Private"
"3355",1989,3,8,1989-03-08,"open","Private"
"3356",1989,3,9,1989-03-09,"open","Private"
"3357",1989,3,10,1989-03-10,"open","Private"
"3358",1989,3,11,1989-03-11,"open","Private"
"3359",1989,3,12,1989-03-12,"open","Private"
"3360",1989,3,13,1989-03-13,"open","Private"
"3361",1989,3,14,1989-03-14,"open","Private"
"3362",1989,3,15,1989-03-15,"open","Private"
"3363",1989,3,16,1989-03-16,"open","Private"
"3364",1989,3,17,1989-03-17,"open","Private"
"3365",1989,3,18,1989-03-18,"open","Private"
"3366",1989,3,19,1989-03-19,"open","Private"
"3367",1989,3,20,1989-03-20,"open","Private"
"3368",1989,3,21,1989-03-21,"open","Private"
"3369",1989,3,22,1989-03-22,"open","Private"
"3370",1989,3,23,1989-03-23,"open","Private"
"3371",1989,3,24,1989-03-24,"open","Private"
"3372",1989,3,25,1989-03-25,"open","Private"
"3373",1989,3,26,1989-03-26,"open","Private"
"3374",1989,3,27,1989-03-27,"open","Private"
"3375",1989,3,28,1989-03-28,"open","Private"
"3376",1989,3,29,1989-03-29,"open","Private"
"3377",1989,3,30,1989-03-30,"open","Private"
"3378",1989,3,31,1989-03-31,"open","Private"
"3379",1989,4,1,1989-04-01,"open","Private"
"3380",1989,4,2,1989-04-02,"open","Private"
"3381",1989,4,3,1989-04-03,"open","Private"
"3382",1989,4,4,1989-04-04,"open","Private"
"3383",1989,4,5,1989-04-05,"open","Private"
"3384",1989,4,6,1989-04-06,"open","Private"
"3385",1989,4,7,1989-04-07,"open","Private"
"3386",1989,4,8,1989-04-08,"open","Private"
"3387",1989,4,9,1989-04-09,"open","Private"
"3388",1989,4,10,1989-04-10,"open","Private"
"3389",1989,4,11,1989-04-11,"open","Private"
"3390",1989,4,12,1989-04-12,"open","Private"
"3391",1989,4,13,1989-04-13,"open","Private"
"3392",1989,4,14,1989-04-14,"open","Private"
"3393",1989,4,15,1989-04-15,"open","Private"
"3394",1989,4,16,1989-04-16,"open","Private"
"3395",1989,4,17,1989-04-17,"open","Private"
"3396",1989,4,18,1989-04-18,"open","Private"
"3397",1989,4,19,1989-04-19,"open","Private"
"3398",1989,4,20,1989-04-20,"open","Private"
"3399",1989,4,21,1989-04-21,"open","Private"
"3400",1989,4,22,1989-04-22,"open","Private"
"3401",1989,4,23,1989-04-23,"open","Private"
"3402",1989,4,24,1989-04-24,"open","Private"
"3403",1989,4,25,1989-04-25,"open","Private"
"3404",1989,4,26,1989-04-26,"open","Private"
"3405",1989,4,27,1989-04-27,"open","Private"
"3406",1989,4,28,1989-04-28,"open","Private"
"3407",1989,4,29,1989-04-29,"open","Private"
"3408",1989,4,30,1989-04-30,"open","Private"
"3409",1989,5,1,1989-05-01,"open","Private"
"3410",1989,5,2,1989-05-02,"open","Private"
"3411",1989,5,3,1989-05-03,"open","Private"
"3412",1989,5,4,1989-05-04,"open","Private"
"3413",1989,5,5,1989-05-05,"open","Private"
"3414",1989,5,6,1989-05-06,"open","Private"
"3415",1989,5,7,1989-05-07,"open","Private"
"3416",1989,5,8,1989-05-08,"open","Private"
"3417",1989,5,9,1989-05-09,"open","Private"
"3418",1989,5,10,1989-05-10,"open","Private"
"3419",1989,5,11,1989-05-11,"open","Private"
"3420",1989,5,12,1989-05-12,"open","Private"
"3421",1989,5,13,1989-05-13,"open","Private"
"3422",1989,5,14,1989-05-14,"open","Private"
"3423",1989,5,15,1989-05-15,"open","Private"
"3424",1989,5,16,1989-05-16,"open","Private"
"3425",1989,5,17,1989-05-17,"open","Private"
"3426",1989,5,18,1989-05-18,"open","Private"
"3427",1989,5,19,1989-05-19,"open","Private"
"3428",1989,5,20,1989-05-20,"open","Private"
"3429",1989,5,21,1989-05-21,"open","Private"
"3430",1989,5,22,1989-05-22,"open","Private"
"3431",1989,5,23,1989-05-23,"open","Private"
"3432",1989,5,24,1989-05-24,"open","Private"
"3433",1989,5,25,1989-05-25,"open","Private"
"3434",1989,5,26,1989-05-26,"open","Private"
"3435",1989,5,27,1989-05-27,"open","Private"
"3436",1989,5,28,1989-05-28,"open","Private"
"3437",1989,5,29,1989-05-29,"open","Private"
"3438",1989,5,30,1989-05-30,"open","Private"
"3439",1989,5,31,1989-05-31,"open","Private"
"3440",1989,6,1,1989-06-01,"open","Private"
"3441",1989,6,2,1989-06-02,"open","Private"
"3442",1989,6,3,1989-06-03,"open","Private"
"3443",1989,6,4,1989-06-04,"open","Private"
"3444",1989,6,5,1989-06-05,"open","Private"
"3445",1989,6,6,1989-06-06,"open","Private"
"3446",1989,6,7,1989-06-07,"open","Private"
"3447",1989,6,8,1989-06-08,"open","Private"
"3448",1989,6,9,1989-06-09,"open","Private"
"3449",1989,6,10,1989-06-10,"open","Private"
"3450",1989,6,11,1989-06-11,"open","Private"
"3451",1989,6,12,1989-06-12,"open","Private"
"3452",1989,6,13,1989-06-13,"open","Private"
"3453",1989,6,14,1989-06-14,"open","Private"
"3454",1989,6,15,1989-06-15,"open","Private"
"3455",1989,6,16,1989-06-16,"open","Private"
"3456",1989,6,17,1989-06-17,"open","Private"
"3457",1989,6,18,1989-06-18,"open","Private"
"3458",1989,6,19,1989-06-19,"open","Private"
"3459",1989,6,20,1989-06-20,"open","Private"
"3460",1989,6,21,1989-06-21,"open","Private"
"3461",1989,6,22,1989-06-22,"open","Private"
"3462",1989,6,23,1989-06-23,"open","Private"
"3463",1989,6,24,1989-06-24,"open","Private"
"3464",1989,6,25,1989-06-25,"open","Private"
"3465",1989,6,26,1989-06-26,"open","Private"
"3466",1989,6,27,1989-06-27,"open","Private"
"3467",1989,6,28,1989-06-28,"open","Private"
"3468",1989,6,29,1989-06-29,"open","Private"
"3469",1989,6,30,1989-06-30,"open","Private"
"3470",1989,7,1,1989-07-01,"open","Private"
"3471",1989,7,2,1989-07-02,"open","Private"
"3472",1989,7,3,1989-07-03,"open","Private"
"3473",1989,7,4,1989-07-04,"open","Private"
"3474",1989,7,5,1989-07-05,"open","Private"
"3475",1989,7,6,1989-07-06,"open","Private"
"3476",1989,7,7,1989-07-07,"open","Private"
"3477",1989,7,8,1989-07-08,"open","Private"
"3478",1989,7,9,1989-07-09,"open","Private"
"3479",1989,7,10,1989-07-10,"open","Private"
"3480",1989,7,11,1989-07-11,"open","Private"
"3481",1989,7,12,1989-07-12,"open","Private"
"3482",1989,7,13,1989-07-13,"open","Private"
"3483",1989,7,14,1989-07-14,"open","Private"
"3484",1989,7,15,1989-07-15,"open","Private"
"3485",1989,7,16,1989-07-16,"open","Private"
"3486",1989,7,17,1989-07-17,"open","Private"
"3487",1989,7,18,1989-07-18,"open","Private"
"3488",1989,7,19,1989-07-19,"open","Private"
"3489",1989,7,20,1989-07-20,"open","Private"
"3490",1989,7,21,1989-07-21,"open","Private"
"3491",1989,7,22,1989-07-22,"open","Private"
"3492",1989,7,23,1989-07-23,"open","Private"
"3493",1989,7,24,1989-07-24,"open","Private"
"3494",1989,7,25,1989-07-25,"open","Private"
"3495",1989,7,26,1989-07-26,"open","Private"
"3496",1989,7,27,1989-07-27,"open","Private"
"3497",1989,7,28,1989-07-28,"open","Private"
"3498",1989,7,29,1989-07-29,"open","Private"
"3499",1989,7,30,1989-07-30,"open","Private"
"3500",1989,7,31,1989-07-31,"open","Private"
"3501",1989,8,1,1989-08-01,"open","Private"
"3502",1989,8,2,1989-08-02,"open","Private"
"3503",1989,8,3,1989-08-03,"open","Private"
"3504",1989,8,4,1989-08-04,"open","Private"
"3505",1989,8,5,1989-08-05,"open","Private"
"3506",1989,8,6,1989-08-06,"open","Private"
"3507",1989,8,7,1989-08-07,"open","Private"
"3508",1989,8,8,1989-08-08,"open","Private"
"3509",1989,8,9,1989-08-09,"open","Private"
"3510",1989,8,10,1989-08-10,"open","Private"
"3511",1989,8,11,1989-08-11,"open","Private"
"3512",1989,8,12,1989-08-12,"open","Private"
"3513",1989,8,13,1989-08-13,"open","Private"
"3514",1989,8,14,1989-08-14,"open","Private"
"3515",1989,8,15,1989-08-15,"open","Private"
"3516",1989,8,16,1989-08-16,"open","Private"
"3517",1989,8,17,1989-08-17,"open","Private"
"3518",1989,8,18,1989-08-18,"open","Private"
"3519",1989,8,19,1989-08-19,"open","Private"
"3520",1989,8,20,1989-08-20,"open","Private"
"3521",1989,8,21,1989-08-21,"open","Private"
"3522",1989,8,22,1989-08-22,"open","Private"
"3523",1989,8,23,1989-08-23,"open","Private"
"3524",1989,8,24,1989-08-24,"open","Private"
"3525",1989,8,25,1989-08-25,"open","Private"
"3526",1989,8,26,1989-08-26,"open","Private"
"3527",1989,8,27,1989-08-27,"open","Private"
"3528",1989,8,28,1989-08-28,"open","Private"
"3529",1989,8,29,1989-08-29,"open","Private"
"3530",1989,8,30,1989-08-30,"open","Private"
"3531",1989,8,31,1989-08-31,"open","Private"
"3532",1989,9,1,1989-09-01,"open","Private"
"3533",1989,9,2,1989-09-02,"open","Private"
"3534",1989,9,3,1989-09-03,"open","Private"
"3535",1989,9,4,1989-09-04,"open","Private"
"3536",1989,9,5,1989-09-05,"open","Private"
"3537",1989,9,6,1989-09-06,"open","Private"
"3538",1989,9,7,1989-09-07,"open","Private"
"3539",1989,9,8,1989-09-08,"open","Private"
"3540",1989,9,9,1989-09-09,"open","Private"
"3541",1989,9,10,1989-09-10,"open","Private"
"3542",1989,9,11,1989-09-11,"open","Private"
"3543",1989,9,12,1989-09-12,"open","Private"
"3544",1989,9,13,1989-09-13,"open","Private"
"3545",1989,9,14,1989-09-14,"open","Private"
"3546",1989,9,15,1989-09-15,"open","Private"
"3547",1989,9,16,1989-09-16,"open","Private"
"3548",1989,9,17,1989-09-17,"open","Private"
"3549",1989,9,18,1989-09-18,"open","Private"
"3550",1989,9,19,1989-09-19,"open","Private"
"3551",1989,9,20,1989-09-20,"open","Private"
"3552",1989,9,21,1989-09-21,"open","Private"
"3553",1989,9,22,1989-09-22,"open","Private"
"3554",1989,9,23,1989-09-23,"open","Private"
"3555",1989,9,24,1989-09-24,"open","Private"
"3556",1989,9,25,1989-09-25,"open","Private"
"3557",1989,9,26,1989-09-26,"open","Private"
"3558",1989,9,27,1989-09-27,"open","Private"
"3559",1989,9,28,1989-09-28,"open","Private"
"3560",1989,9,29,1989-09-29,"open","Private"
"3561",1989,9,30,1989-09-30,"open","Private"
"3562",1989,10,1,1989-10-01,"open","Private"
"3563",1989,10,2,1989-10-02,"open","Private"
"3564",1989,10,3,1989-10-03,"open","Private"
"3565",1989,10,4,1989-10-04,"open","Private"
"3566",1989,10,5,1989-10-05,"open","Private"
"3567",1989,10,6,1989-10-06,"open","Private"
"3568",1989,10,7,1989-10-07,"open","Private"
"3569",1989,10,8,1989-10-08,"open","Private"
"3570",1989,10,9,1989-10-09,"open","Private"
"3571",1989,10,10,1989-10-10,"open","Private"
"3572",1989,10,11,1989-10-11,"open","Private"
"3573",1989,10,12,1989-10-12,"open","Private"
"3574",1989,10,13,1989-10-13,"open","Private"
"3575",1989,10,14,1989-10-14,"open","Private"
"3576",1989,10,15,1989-10-15,"open","Private"
"3577",1989,10,16,1989-10-16,"open","Private"
"3578",1989,10,17,1989-10-17,"open","Private"
"3579",1989,10,18,1989-10-18,"open","Private"
"3580",1989,10,19,1989-10-19,"open","Private"
"3581",1989,10,20,1989-10-20,"open","Private"
"3582",1989,10,21,1989-10-21,"open","Private"
"3583",1989,10,22,1989-10-22,"open","Private"
"3584",1989,10,23,1989-10-23,"open","Private"
"3585",1989,10,24,1989-10-24,"open","Private"
"3586",1989,10,25,1989-10-25,"open","Private"
"3587",1989,10,26,1989-10-26,"open","Private"
"3588",1989,10,27,1989-10-27,"open","Private"
"3589",1989,10,28,1989-10-28,"open","Private"
"3590",1989,10,29,1989-10-29,"open","Private"
"3591",1989,10,30,1989-10-30,"open","Private"
"3592",1989,10,31,1989-10-31,"open","Private"
"3593",1989,11,1,1989-11-01,"open","Private"
"3594",1989,11,2,1989-11-02,"open","Private"
"3595",1989,11,3,1989-11-03,"open","Private"
"3596",1989,11,4,1989-11-04,"open","Private"
"3597",1989,11,5,1989-11-05,"open","Private"
"3598",1989,11,6,1989-11-06,"open","Private"
"3599",1989,11,7,1989-11-07,"open","Private"
"3600",1989,11,8,1989-11-08,"open","Private"
"3601",1989,11,9,1989-11-09,"open","Private"
"3602",1989,11,10,1989-11-10,"open","Private"
"3603",1989,11,11,1989-11-11,"open","Private"
"3604",1989,11,12,1989-11-12,"open","Private"
"3605",1989,11,13,1989-11-13,"open","Private"
"3606",1989,11,14,1989-11-14,"open","Private"
"3607",1989,11,15,1989-11-15,"open","Private"
"3608",1989,11,16,1989-11-16,"open","Private"
"3609",1989,11,17,1989-11-17,"open","Private"
"3610",1989,11,18,1989-11-18,"open","Private"
"3611",1989,11,19,1989-11-19,"open","Private"
"3612",1989,11,20,1989-11-20,"open","Private"
"3613",1989,11,21,1989-11-21,"open","Private"
"3614",1989,11,22,1989-11-22,"open","Private"
"3615",1989,11,23,1989-11-23,"open","Private"
"3616",1989,11,24,1989-11-24,"open","Private"
"3617",1989,11,25,1989-11-25,"open","Private"
"3618",1989,11,26,1989-11-26,"open","Private"
"3619",1989,11,27,1989-11-27,"open","Private"
"3620",1989,11,28,1989-11-28,"open","Private"
"3621",1989,11,29,1989-11-29,"open","Private"
"3622",1989,11,30,1989-11-30,"open","Private"
"3623",1989,12,1,1989-12-01,"open","Private"
"3624",1989,12,2,1989-12-02,"open","Private"
"3625",1989,12,3,1989-12-03,"open","Private"
"3626",1989,12,4,1989-12-04,"open","Private"
"3627",1989,12,5,1989-12-05,"open","Private"
"3628",1989,12,6,1989-12-06,"open","Private"
"3629",1989,12,7,1989-12-07,"open","Private"
"3630",1989,12,8,1989-12-08,"open","Private"
"3631",1989,12,9,1989-12-09,"open","Private"
"3632",1989,12,10,1989-12-10,"open","Private"
"3633",1989,12,11,1989-12-11,"open","Private"
"3634",1989,12,12,1989-12-12,"open","Private"
"3635",1989,12,13,1989-12-13,"open","Private"
"3636",1989,12,14,1989-12-14,"open","Private"
"3637",1989,12,15,1989-12-15,"open","Private"
"3638",1989,12,16,1989-12-16,"open","Private"
"3639",1989,12,17,1989-12-17,"open","Private"
"3640",1989,12,18,1989-12-18,"open","Private"
"3641",1989,12,19,1989-12-19,"open","Private"
"3642",1989,12,20,1989-12-20,"open","Private"
"3643",1989,12,21,1989-12-21,"open","Private"
"3644",1989,12,22,1989-12-22,"open","Private"
"3645",1989,12,23,1989-12-23,"open","Private"
"3646",1989,12,24,1989-12-24,"open","Private"
"3647",1989,12,25,1989-12-25,"open","Private"
"3648",1989,12,26,1989-12-26,"open","Private"
"3649",1989,12,27,1989-12-27,"open","Private"
"3650",1989,12,28,1989-12-28,"open","Private"
"3651",1989,12,29,1989-12-29,"open","Private"
"3652",1989,12,30,1989-12-30,"open","Private"
"3653",1989,12,31,1989-12-31,"open","Private"
"3654",1990,1,1,1990-01-01,"open","Private"
"3655",1990,1,2,1990-01-02,"open","Private"
"3656",1990,1,3,1990-01-03,"open","Private"
"3657",1990,1,4,1990-01-04,"open","Private"
"3658",1990,1,5,1990-01-05,"open","Private"
"3659",1990,1,6,1990-01-06,"open","Private"
"3660",1990,1,7,1990-01-07,"open","Private"
"3661",1990,1,8,1990-01-08,"open","Private"
"3662",1990,1,9,1990-01-09,"open","Private"
"3663",1990,1,10,1990-01-10,"open","Private"
"3664",1990,1,11,1990-01-11,"open","Private"
"3665",1990,1,12,1990-01-12,"open","Private"
"3666",1990,1,13,1990-01-13,"open","Private"
"3667",1990,1,14,1990-01-14,"open","Private"
"3668",1990,1,15,1990-01-15,"open","Private"
"3669",1990,1,16,1990-01-16,"open","Private"
"3670",1990,1,17,1990-01-17,"open","Private"
"3671",1990,1,18,1990-01-18,"open","Private"
"3672",1990,1,19,1990-01-19,"open","Private"
"3673",1990,1,20,1990-01-20,"open","Private"
"3674",1990,1,21,1990-01-21,"open","Private"
"3675",1990,1,22,1990-01-22,"open","Private"
"3676",1990,1,23,1990-01-23,"open","Private"
"3677",1990,1,24,1990-01-24,"open","Private"
"3678",1990,1,25,1990-01-25,"open","Private"
"3679",1990,1,26,1990-01-26,"open","Private"
"3680",1990,1,27,1990-01-27,"open","Private"
"3681",1990,1,28,1990-01-28,"open","Private"
"3682",1990,1,29,1990-01-29,"open","Private"
"3683",1990,1,30,1990-01-30,"open","Private"
"3684",1990,1,31,1990-01-31,"open","Private"
"3685",1990,2,1,1990-02-01,"open","Private"
"3686",1990,2,2,1990-02-02,"open","Private"
"3687",1990,2,3,1990-02-03,"open","Private"
"3688",1990,2,4,1990-02-04,"open","Private"
"3689",1990,2,5,1990-02-05,"open","Private"
"3690",1990,2,6,1990-02-06,"open","Private"
"3691",1990,2,7,1990-02-07,"open","Private"
"3692",1990,2,8,1990-02-08,"open","Private"
"3693",1990,2,9,1990-02-09,"open","Private"
"3694",1990,2,10,1990-02-10,"open","Private"
"3695",1990,2,11,1990-02-11,"open","Private"
"3696",1990,2,12,1990-02-12,"open","Private"
"3697",1990,2,13,1990-02-13,"open","Private"
"3698",1990,2,14,1990-02-14,"open","Private"
"3699",1990,2,15,1990-02-15,"open","Private"
"3700",1990,2,16,1990-02-16,"open","Private"
"3701",1990,2,17,1990-02-17,"open","Private"
"3702",1990,2,18,1990-02-18,"open","Private"
"3703",1990,2,19,1990-02-19,"open","Private"
"3704",1990,2,20,1990-02-20,"open","Private"
"3705",1990,2,21,1990-02-21,"open","Private"
"3706",1990,2,22,1990-02-22,"open","Private"
"3707",1990,2,23,1990-02-23,"open","Private"
"3708",1990,2,24,1990-02-24,"open","Private"
"3709",1990,2,25,1990-02-25,"open","Private"
"3710",1990,2,26,1990-02-26,"open","Private"
"3711",1990,2,27,1990-02-27,"open","Private"
"3712",1990,2,28,1990-02-28,"open","Private"
"3713",1990,3,1,1990-03-01,"open","Private"
"3714",1990,3,2,1990-03-02,"open","Private"
"3715",1990,3,3,1990-03-03,"open","Private"
"3716",1990,3,4,1990-03-04,"open","Private"
"3717",1990,3,5,1990-03-05,"open","Private"
"3718",1990,3,6,1990-03-06,"open","Private"
"3719",1990,3,7,1990-03-07,"open","Private"
"3720",1990,3,8,1990-03-08,"open","Private"
"3721",1990,3,9,1990-03-09,"open","Private"
"3722",1990,3,10,1990-03-10,"open","Private"
"3723",1990,3,11,1990-03-11,"open","Private"
"3724",1990,3,12,1990-03-12,"open","Private"
"3725",1990,3,13,1990-03-13,"open","Private"
"3726",1990,3,14,1990-03-14,"open","Private"
"3727",1990,3,15,1990-03-15,"open","Private"
"3728",1990,3,16,1990-03-16,"open","Private"
"3729",1990,3,17,1990-03-17,"open","Private"
"3730",1990,3,18,1990-03-18,"open","Private"
"3731",1990,3,19,1990-03-19,"open","Private"
"3732",1990,3,20,1990-03-20,"open","Private"
"3733",1990,3,21,1990-03-21,"open","Private"
"3734",1990,3,22,1990-03-22,"open","Private"
"3735",1990,3,23,1990-03-23,"open","Private"
"3736",1990,3,24,1990-03-24,"open","Private"
"3737",1990,3,25,1990-03-25,"open","Private"
"3738",1990,3,26,1990-03-26,"open","Private"
"3739",1990,3,27,1990-03-27,"open","Private"
"3740",1990,3,28,1990-03-28,"open","Private"
"3741",1990,3,29,1990-03-29,"open","Private"
"3742",1990,3,30,1990-03-30,"open","Private"
"3743",1990,3,31,1990-03-31,"open","Private"
"3744",1990,4,1,1990-04-01,"open","Private"
"3745",1990,4,2,1990-04-02,"open","Private"
"3746",1990,4,3,1990-04-03,"open","Private"
"3747",1990,4,4,1990-04-04,"open","Private"
"3748",1990,4,5,1990-04-05,"open","Private"
"3749",1990,4,6,1990-04-06,"open","Private"
"3750",1990,4,7,1990-04-07,"open","Private"
"3751",1990,4,8,1990-04-08,"open","Private"
"3752",1990,4,9,1990-04-09,"open","Private"
"3753",1990,4,10,1990-04-10,"open","Private"
"3754",1990,4,11,1990-04-11,"open","Private"
"3755",1990,4,12,1990-04-12,"open","Private"
"3756",1990,4,13,1990-04-13,"open","Private"
"3757",1990,4,14,1990-04-14,"open","Private"
"3758",1990,4,15,1990-04-15,"open","Private"
"3759",1990,4,16,1990-04-16,"open","Private"
"3760",1990,4,17,1990-04-17,"open","Private"
"3761",1990,4,18,1990-04-18,"open","Private"
"3762",1990,4,19,1990-04-19,"open","Private"
"3763",1990,4,20,1990-04-20,"open","Private"
"3764",1990,4,21,1990-04-21,"open","Private"
"3765",1990,4,22,1990-04-22,"open","Private"
"3766",1990,4,23,1990-04-23,"open","Private"
"3767",1990,4,24,1990-04-24,"open","Private"
"3768",1990,4,25,1990-04-25,"open","Private"
"3769",1990,4,26,1990-04-26,"open","Private"
