"","year","month","day","date","reg_season","mode"
"11260",2010,10,29,2010-10-29,"open","Private"
"11261",2010,10,30,2010-10-30,"open","Private"
"11262",2010,10,31,2010-10-31,"open","Private"
"11263",2010,11,1,2010-11-01,"closed","Private"
"11264",2010,11,2,2010-11-02,"closed","Private"
"11265",2010,11,3,2010-11-03,"closed","Private"
"11266",2010,11,4,2010-11-04,"closed","Private"
"11267",2010,11,5,2010-11-05,"open","Private"
"11268",2010,11,6,2010-11-06,"open","Private"
"11269",2010,11,7,2010-11-07,"open","Private"
"11270",2010,11,8,2010-11-08,"closed","Private"
"11271",2010,11,9,2010-11-09,"closed","Private"
"11272",2010,11,10,2010-11-10,"closed","Private"
"11273",2010,11,11,2010-11-11,"closed","Private"
"11274",2010,11,12,2010-11-12,"open","Private"
"11275",2010,11,13,2010-11-13,"open","Private"
"11276",2010,11,14,2010-11-14,"open","Private"
"11277",2010,11,15,2010-11-15,"closed","Private"
"11278",2010,11,16,2010-11-16,"closed","Private"
"11279",2010,11,17,2010-11-17,"closed","Private"
"11280",2010,11,18,2010-11-18,"closed","Private"
"11281",2010,11,19,2010-11-19,"open","Private"
"11282",2010,11,20,2010-11-20,"open","Private"
"11283",2010,11,21,2010-11-21,"open","Private"
"11284",2010,11,22,2010-11-22,"closed","Private"
"11285",2010,11,23,2010-11-23,"closed","Private"
"11286",2010,11,24,2010-11-24,"closed","Private"
"11287",2010,11,25,2010-11-25,"closed","Private"
"11288",2010,11,26,2010-11-26,"closed","Private"
"11289",2010,11,27,2010-11-27,"closed","Private"
"11290",2010,11,28,2010-11-28,"closed","Private"
"11291",2010,11,29,2010-11-29,"closed","Private"
"11292",2010,11,30,2010-11-30,"closed","Private"
"11293",2010,12,1,2010-12-01,"closed","Private"
"11294",2010,12,2,2010-12-02,"closed","Private"
"11295",2010,12,3,2010-12-03,"closed","Private"
"11296",2010,12,4,2010-12-04,"closed","Private"
"11297",2010,12,5,2010-12-05,"closed","Private"
"11298",2010,12,6,2010-12-06,"closed","Private"
"11299",2010,12,7,2010-12-07,"closed","Private"
"11300",2010,12,8,2010-12-08,"closed","Private"
"11301",2010,12,9,2010-12-09,"closed","Private"
"11302",2010,12,10,2010-12-10,"closed","Private"
"11303",2010,12,11,2010-12-11,"closed","Private"
"11304",2010,12,12,2010-12-12,"closed","Private"
"11305",2010,12,13,2010-12-13,"closed","Private"
"11306",2010,12,14,2010-12-14,"closed","Private"
"11307",2010,12,15,2010-12-15,"closed","Private"
"11308",2010,12,16,2010-12-16,"closed","Private"
"11309",2010,12,17,2010-12-17,"closed","Private"
"11310",2010,12,18,2010-12-18,"closed","Private"
"11311",2010,12,19,2010-12-19,"closed","Private"
"11312",2010,12,20,2010-12-20,"closed","Private"
"11313",2010,12,21,2010-12-21,"closed","Private"
"11314",2010,12,22,2010-12-22,"closed","Private"
"11315",2010,12,23,2010-12-23,"closed","Private"
"11316",2010,12,24,2010-12-24,"closed","Private"
"11317",2010,12,25,2010-12-25,"closed","Private"
"11318",2010,12,26,2010-12-26,"closed","Private"
"11319",2010,12,27,2010-12-27,"closed","Private"
"11320",2010,12,28,2010-12-28,"closed","Private"
"11321",2010,12,29,2010-12-29,"closed","Private"
"11322",2010,12,30,2010-12-30,"closed","Private"
"11323",2010,12,31,2010-12-31,"closed","Private"
"11324",2011,1,1,2011-01-01,"closed","Private"
"11325",2011,1,2,2011-01-02,"closed","Private"
"11326",2011,1,3,2011-01-03,"closed","Private"
"11327",2011,1,4,2011-01-04,"closed","Private"
"11328",2011,1,5,2011-01-05,"closed","Private"
"11329",2011,1,6,2011-01-06,"closed","Private"
"11330",2011,1,7,2011-01-07,"closed","Private"
"11331",2011,1,8,2011-01-08,"closed","Private"
"11332",2011,1,9,2011-01-09,"closed","Private"
"11333",2011,1,10,2011-01-10,"closed","Private"
"11334",2011,1,11,2011-01-11,"closed","Private"
"11335",2011,1,12,2011-01-12,"closed","Private"
"11336",2011,1,13,2011-01-13,"closed","Private"
"11337",2011,1,14,2011-01-14,"closed","Private"
"11338",2011,1,15,2011-01-15,"closed","Private"
"11339",2011,1,16,2011-01-16,"closed","Private"
"11340",2011,1,17,2011-01-17,"closed","Private"
"11341",2011,1,18,2011-01-18,"closed","Private"
"11342",2011,1,19,2011-01-19,"closed","Private"
"11343",2011,1,20,2011-01-20,"closed","Private"
"11344",2011,1,21,2011-01-21,"closed","Private"
"11345",2011,1,22,2011-01-22,"closed","Private"
"11346",2011,1,23,2011-01-23,"closed","Private"
"11347",2011,1,24,2011-01-24,"closed","Private"
"11348",2011,1,25,2011-01-25,"closed","Private"
"11349",2011,1,26,2011-01-26,"closed","Private"
"11350",2011,1,27,2011-01-27,"closed","Private"
"11351",2011,1,28,2011-01-28,"closed","Private"
"11352",2011,1,29,2011-01-29,"closed","Private"
"11353",2011,1,30,2011-01-30,"closed","Private"
"11354",2011,1,31,2011-01-31,"closed","Private"
"11355",2011,2,1,2011-02-01,"closed","Private"
"11356",2011,2,2,2011-02-02,"closed","Private"
"11357",2011,2,3,2011-02-03,"closed","Private"
"11358",2011,2,4,2011-02-04,"closed","Private"
"11359",2011,2,5,2011-02-05,"closed","Private"
"11360",2011,2,6,2011-02-06,"closed","Private"
"11361",2011,2,7,2011-02-07,"closed","Private"
"11362",2011,2,8,2011-02-08,"closed","Private"
"11363",2011,2,9,2011-02-09,"closed","Private"
"11364",2011,2,10,2011-02-10,"closed","Private"
"11365",2011,2,11,2011-02-11,"closed","Private"
"11366",2011,2,12,2011-02-12,"closed","Private"
"11367",2011,2,13,2011-02-13,"closed","Private"
"11368",2011,2,14,2011-02-14,"closed","Private"
"11369",2011,2,15,2011-02-15,"closed","Private"
"11370",2011,2,16,2011-02-16,"closed","Private"
"11371",2011,2,17,2011-02-17,"closed","Private"
"11372",2011,2,18,2011-02-18,"closed","Private"
"11373",2011,2,19,2011-02-19,"closed","Private"
"11374",2011,2,20,2011-02-20,"closed","Private"
"11375",2011,2,21,2011-02-21,"closed","Private"
"11376",2011,2,22,2011-02-22,"closed","Private"
"11377",2011,2,23,2011-02-23,"closed","Private"
"11378",2011,2,24,2011-02-24,"closed","Private"
"11379",2011,2,25,2011-02-25,"closed","Private"
"11380",2011,2,26,2011-02-26,"closed","Private"
"11381",2011,2,27,2011-02-27,"closed","Private"
"11382",2011,2,28,2011-02-28,"closed","Private"
"11383",2011,3,1,2011-03-01,"closed","Private"
"11384",2011,3,2,2011-03-02,"closed","Private"
"11385",2011,3,3,2011-03-03,"closed","Private"
"11386",2011,3,4,2011-03-04,"closed","Private"
"11387",2011,3,5,2011-03-05,"closed","Private"
"11388",2011,3,6,2011-03-06,"closed","Private"
"11389",2011,3,7,2011-03-07,"closed","Private"
"11390",2011,3,8,2011-03-08,"closed","Private"
"11391",2011,3,9,2011-03-09,"closed","Private"
"11392",2011,3,10,2011-03-10,"closed","Private"
"11393",2011,3,11,2011-03-11,"closed","Private"
"11394",2011,3,12,2011-03-12,"closed","Private"
"11395",2011,3,13,2011-03-13,"closed","Private"
"11396",2011,3,14,2011-03-14,"closed","Private"
"11397",2011,3,15,2011-03-15,"closed","Private"
"11398",2011,3,16,2011-03-16,"closed","Private"
"11399",2011,3,17,2011-03-17,"closed","Private"
"11400",2011,3,18,2011-03-18,"closed","Private"
"11401",2011,3,19,2011-03-19,"closed","Private"
"11402",2011,3,20,2011-03-20,"closed","Private"
"11403",2011,3,21,2011-03-21,"closed","Private"
"11404",2011,3,22,2011-03-22,"closed","Private"
"11405",2011,3,23,2011-03-23,"closed","Private"
"11406",2011,3,24,2011-03-24,"closed","Private"
"11407",2011,3,25,2011-03-25,"closed","Private"
"11408",2011,3,26,2011-03-26,"closed","Private"
"11409",2011,3,27,2011-03-27,"closed","Private"
"11410",2011,3,28,2011-03-28,"closed","Private"
"11411",2011,3,29,2011-03-29,"closed","Private"
"11412",2011,3,30,2011-03-30,"closed","Private"
"11413",2011,3,31,2011-03-31,"closed","Private"
"11414",2011,4,1,2011-04-01,"closed","Private"
"11415",2011,4,2,2011-04-02,"closed","Private"
"11416",2011,4,3,2011-04-03,"closed","Private"
"11417",2011,4,4,2011-04-04,"closed","Private"
"11418",2011,4,5,2011-04-05,"closed","Private"
"11419",2011,4,6,2011-04-06,"closed","Private"
"11420",2011,4,7,2011-04-07,"closed","Private"
"11421",2011,4,8,2011-04-08,"closed","Private"
"11422",2011,4,9,2011-04-09,"closed","Private"
"11423",2011,4,10,2011-04-10,"closed","Private"
"11424",2011,4,11,2011-04-11,"closed","Private"
"11425",2011,4,12,2011-04-12,"closed","Private"
"11426",2011,4,13,2011-04-13,"closed","Private"
"11427",2011,4,14,2011-04-14,"closed","Private"
"11428",2011,4,15,2011-04-15,"closed","Private"
"11429",2011,4,16,2011-04-16,"closed","Private"
"11430",2011,4,17,2011-04-17,"closed","Private"
"11431",2011,4,18,2011-04-18,"closed","Private"
"11432",2011,4,19,2011-04-19,"closed","Private"
"11433",2011,4,20,2011-04-20,"closed","Private"
"11434",2011,4,21,2011-04-21,"closed","Private"
"11435",2011,4,22,2011-04-22,"closed","Private"
"11436",2011,4,23,2011-04-23,"closed","Private"
"11437",2011,4,24,2011-04-24,"closed","Private"
"11438",2011,4,25,2011-04-25,"closed","Private"
"11439",2011,4,26,2011-04-26,"closed","Private"
"11440",2011,4,27,2011-04-27,"closed","Private"
"11441",2011,4,28,2011-04-28,"closed","Private"
"11442",2011,4,29,2011-04-29,"closed","Private"
"11443",2011,4,30,2011-04-30,"closed","Private"
"11444",2011,5,1,2011-05-01,"closed","Private"
"11445",2011,5,2,2011-05-02,"closed","Private"
"11446",2011,5,3,2011-05-03,"closed","Private"
"11447",2011,5,4,2011-05-04,"closed","Private"
"11448",2011,5,5,2011-05-05,"closed","Private"
"11449",2011,5,6,2011-05-06,"closed","Private"
"11450",2011,5,7,2011-05-07,"closed","Private"
"11451",2011,5,8,2011-05-08,"closed","Private"
"11452",2011,5,9,2011-05-09,"closed","Private"
"11453",2011,5,10,2011-05-10,"closed","Private"
"11454",2011,5,11,2011-05-11,"closed","Private"
"11455",2011,5,12,2011-05-12,"closed","Private"
"11456",2011,5,13,2011-05-13,"closed","Private"
"11457",2011,5,14,2011-05-14,"closed","Private"
"11458",2011,5,15,2011-05-15,"closed","Private"
"11459",2011,5,16,2011-05-16,"closed","Private"
"11460",2011,5,17,2011-05-17,"closed","Private"
"11461",2011,5,18,2011-05-18,"closed","Private"
"11462",2011,5,19,2011-05-19,"closed","Private"
"11463",2011,5,20,2011-05-20,"closed","Private"
"11464",2011,5,21,2011-05-21,"closed","Private"
"11465",2011,5,22,2011-05-22,"closed","Private"
"11466",2011,5,23,2011-05-23,"closed","Private"
"11467",2011,5,24,2011-05-24,"closed","Private"
"11468",2011,5,25,2011-05-25,"closed","Private"
"11469",2011,5,26,2011-05-26,"closed","Private"
"11470",2011,5,27,2011-05-27,"closed","Private"
"11471",2011,5,28,2011-05-28,"closed","Private"
"11472",2011,5,29,2011-05-29,"closed","Private"
"11473",2011,5,30,2011-05-30,"closed","Private"
"11474",2011,5,31,2011-05-31,"closed","Private"
"11475",2011,6,1,2011-06-01,"open","Private"
"11476",2011,6,2,2011-06-02,"open","Private"
"11477",2011,6,3,2011-06-03,"open","Private"
"11478",2011,6,4,2011-06-04,"open","Private"
"11479",2011,6,5,2011-06-05,"open","Private"
"11480",2011,6,6,2011-06-06,"open","Private"
"11481",2011,6,7,2011-06-07,"open","Private"
"11482",2011,6,8,2011-06-08,"open","Private"
"11483",2011,6,9,2011-06-09,"open","Private"
"11484",2011,6,10,2011-06-10,"open","Private"
"11485",2011,6,11,2011-06-11,"open","Private"
"11486",2011,6,12,2011-06-12,"open","Private"
"11487",2011,6,13,2011-06-13,"open","Private"
"11488",2011,6,14,2011-06-14,"open","Private"
"11489",2011,6,15,2011-06-15,"open","Private"
"11490",2011,6,16,2011-06-16,"open","Private"
"11491",2011,6,17,2011-06-17,"open","Private"
"11492",2011,6,18,2011-06-18,"open","Private"
"11493",2011,6,19,2011-06-19,"open","Private"
"11494",2011,6,20,2011-06-20,"open","Private"
"11495",2011,6,21,2011-06-21,"open","Private"
"11496",2011,6,22,2011-06-22,"open","Private"
"11497",2011,6,23,2011-06-23,"open","Private"
"11498",2011,6,24,2011-06-24,"open","Private"
"11499",2011,6,25,2011-06-25,"open","Private"
"11500",2011,6,26,2011-06-26,"open","Private"
"11501",2011,6,27,2011-06-27,"open","Private"
"11502",2011,6,28,2011-06-28,"open","Private"
"11503",2011,6,29,2011-06-29,"open","Private"
"11504",2011,6,30,2011-06-30,"open","Private"
"11505",2011,7,1,2011-07-01,"open","Private"
"11506",2011,7,2,2011-07-02,"open","Private"
"11507",2011,7,3,2011-07-03,"open","Private"
"11508",2011,7,4,2011-07-04,"open","Private"
"11509",2011,7,5,2011-07-05,"open","Private"
"11510",2011,7,6,2011-07-06,"open","Private"
"11511",2011,7,7,2011-07-07,"open","Private"
"11512",2011,7,8,2011-07-08,"open","Private"
"11513",2011,7,9,2011-07-09,"open","Private"
"11514",2011,7,10,2011-07-10,"open","Private"
"11515",2011,7,11,2011-07-11,"open","Private"
"11516",2011,7,12,2011-07-12,"open","Private"
"11517",2011,7,13,2011-07-13,"open","Private"
"11518",2011,7,14,2011-07-14,"open","Private"
"11519",2011,7,15,2011-07-15,"open","Private"
"11520",2011,7,16,2011-07-16,"open","Private"
"11521",2011,7,17,2011-07-17,"open","Private"
"11522",2011,7,18,2011-07-18,"open","Private"
"11523",2011,7,19,2011-07-19,"closed","Private"
"11524",2011,7,20,2011-07-20,"closed","Private"
"11525",2011,7,21,2011-07-21,"closed","Private"
"11526",2011,7,22,2011-07-22,"closed","Private"
"11527",2011,7,23,2011-07-23,"closed","Private"
"11528",2011,7,24,2011-07-24,"closed","Private"
"11529",2011,7,25,2011-07-25,"closed","Private"
"11530",2011,7,26,2011-07-26,"closed","Private"
"11531",2011,7,27,2011-07-27,"closed","Private"
"11532",2011,7,28,2011-07-28,"closed","Private"
"11533",2011,7,29,2011-07-29,"closed","Private"
"11534",2011,7,30,2011-07-30,"closed","Private"
"11535",2011,7,31,2011-07-31,"closed","Private"
"11536",2011,8,1,2011-08-01,"closed","Private"
"11537",2011,8,2,2011-08-02,"closed","Private"
"11538",2011,8,3,2011-08-03,"closed","Private"
"11539",2011,8,4,2011-08-04,"closed","Private"
"11540",2011,8,5,2011-08-05,"closed","Private"
"11541",2011,8,6,2011-08-06,"closed","Private"
"11542",2011,8,7,2011-08-07,"closed","Private"
"11543",2011,8,8,2011-08-08,"closed","Private"
"11544",2011,8,9,2011-08-09,"closed","Private"
"11545",2011,8,10,2011-08-10,"closed","Private"
"11546",2011,8,11,2011-08-11,"closed","Private"
"11547",2011,8,12,2011-08-12,"closed","Private"
"11548",2011,8,13,2011-08-13,"closed","Private"
"11549",2011,8,14,2011-08-14,"closed","Private"
"11550",2011,8,15,2011-08-15,"closed","Private"
"11551",2011,8,16,2011-08-16,"closed","Private"
"11552",2011,8,17,2011-08-17,"closed","Private"
"11553",2011,8,18,2011-08-18,"closed","Private"
"11554",2011,8,19,2011-08-19,"closed","Private"
"11555",2011,8,20,2011-08-20,"closed","Private"
"11556",2011,8,21,2011-08-21,"closed","Private"
"11557",2011,8,22,2011-08-22,"closed","Private"
"11558",2011,8,23,2011-08-23,"closed","Private"
"11559",2011,8,24,2011-08-24,"closed","Private"
"11560",2011,8,25,2011-08-25,"closed","Private"
"11561",2011,8,26,2011-08-26,"closed","Private"
"11562",2011,8,27,2011-08-27,"closed","Private"
"11563",2011,8,28,2011-08-28,"closed","Private"
"11564",2011,8,29,2011-08-29,"closed","Private"
"11565",2011,8,30,2011-08-30,"closed","Private"
"11566",2011,8,31,2011-08-31,"closed","Private"
"11567",2011,9,1,2011-09-01,"closed","Private"
"11568",2011,9,2,2011-09-02,"closed","Private"
"11569",2011,9,3,2011-09-03,"closed","Private"
"11570",2011,9,4,2011-09-04,"closed","Private"
"11571",2011,9,5,2011-09-05,"closed","Private"
"11572",2011,9,6,2011-09-06,"closed","Private"
"11573",2011,9,7,2011-09-07,"closed","Private"
"11574",2011,9,8,2011-09-08,"closed","Private"
"11575",2011,9,9,2011-09-09,"closed","Private"
"11576",2011,9,10,2011-09-10,"closed","Private"
"11577",2011,9,11,2011-09-11,"closed","Private"
"11578",2011,9,12,2011-09-12,"closed","Private"
"11579",2011,9,13,2011-09-13,"closed","Private"
"11580",2011,9,14,2011-09-14,"closed","Private"
"11581",2011,9,15,2011-09-15,"closed","Private"
"11582",2011,9,16,2011-09-16,"closed","Private"
"11583",2011,9,17,2011-09-17,"closed","Private"
"11584",2011,9,18,2011-09-18,"closed","Private"
"11585",2011,9,19,2011-09-19,"closed","Private"
"11586",2011,9,20,2011-09-20,"closed","Private"
"11587",2011,9,21,2011-09-21,"closed","Private"
"11588",2011,9,22,2011-09-22,"closed","Private"
"11589",2011,9,23,2011-09-23,"closed","Private"
"11590",2011,9,24,2011-09-24,"closed","Private"
"11591",2011,9,25,2011-09-25,"closed","Private"
"11592",2011,9,26,2011-09-26,"closed","Private"
"11593",2011,9,27,2011-09-27,"closed","Private"
"11594",2011,9,28,2011-09-28,"closed","Private"
"11595",2011,9,29,2011-09-29,"closed","Private"
"11596",2011,9,30,2011-09-30,"closed","Private"
"11597",2011,10,1,2011-10-01,"closed","Private"
"11598",2011,10,2,2011-10-02,"closed","Private"
"11599",2011,10,3,2011-10-03,"closed","Private"
"11600",2011,10,4,2011-10-04,"closed","Private"
"11601",2011,10,5,2011-10-05,"closed","Private"
"11602",2011,10,6,2011-10-06,"closed","Private"
"11603",2011,10,7,2011-10-07,"closed","Private"
"11604",2011,10,8,2011-10-08,"closed","Private"
"11605",2011,10,9,2011-10-09,"closed","Private"
"11606",2011,10,10,2011-10-10,"closed","Private"
"11607",2011,10,11,2011-10-11,"closed","Private"
"11608",2011,10,12,2011-10-12,"closed","Private"
"11609",2011,10,13,2011-10-13,"closed","Private"
"11610",2011,10,14,2011-10-14,"closed","Private"
"11611",2011,10,15,2011-10-15,"closed","Private"
"11612",2011,10,16,2011-10-16,"closed","Private"
"11613",2011,10,17,2011-10-17,"closed","Private"
"11614",2011,10,18,2011-10-18,"closed","Private"
"11615",2011,10,19,2011-10-19,"closed","Private"
"11616",2011,10,20,2011-10-20,"closed","Private"
"11617",2011,10,21,2011-10-21,"closed","Private"
"11618",2011,10,22,2011-10-22,"closed","Private"
"11619",2011,10,23,2011-10-23,"closed","Private"
"11620",2011,10,24,2011-10-24,"closed","Private"
"11621",2011,10,25,2011-10-25,"closed","Private"
"11622",2011,10,26,2011-10-26,"closed","Private"
"11623",2011,10,27,2011-10-27,"closed","Private"
"11624",2011,10,28,2011-10-28,"closed","Private"
"11625",2011,10,29,2011-10-29,"closed","Private"
"11626",2011,10,30,2011-10-30,"closed","Private"
"11627",2011,10,31,2011-10-31,"closed","Private"
"11628",2011,11,1,2011-11-01,"closed","Private"
"11629",2011,11,2,2011-11-02,"closed","Private"
"11630",2011,11,3,2011-11-03,"closed","Private"
"11631",2011,11,4,2011-11-04,"closed","Private"
"11632",2011,11,5,2011-11-05,"closed","Private"
"11633",2011,11,6,2011-11-06,"closed","Private"
"11634",2011,11,7,2011-11-07,"closed","Private"
"11635",2011,11,8,2011-11-08,"closed","Private"
"11636",2011,11,9,2011-11-09,"closed","Private"
"11637",2011,11,10,2011-11-10,"closed","Private"
"11638",2011,11,11,2011-11-11,"closed","Private"
"11639",2011,11,12,2011-11-12,"closed","Private"
"11640",2011,11,13,2011-11-13,"closed","Private"
"11641",2011,11,14,2011-11-14,"closed","Private"
"11642",2011,11,15,2011-11-15,"closed","Private"
"11643",2011,11,16,2011-11-16,"closed","Private"
"11644",2011,11,17,2011-11-17,"closed","Private"
"11645",2011,11,18,2011-11-18,"closed","Private"
"11646",2011,11,19,2011-11-19,"closed","Private"
"11647",2011,11,20,2011-11-20,"closed","Private"
"11648",2011,11,21,2011-11-21,"closed","Private"
"11649",2011,11,22,2011-11-22,"closed","Private"
"11650",2011,11,23,2011-11-23,"closed","Private"
"11651",2011,11,24,2011-11-24,"closed","Private"
"11652",2011,11,25,2011-11-25,"closed","Private"
"11653",2011,11,26,2011-11-26,"closed","Private"
"11654",2011,11,27,2011-11-27,"closed","Private"
"11655",2011,11,28,2011-11-28,"closed","Private"
"11656",2011,11,29,2011-11-29,"closed","Private"
"11657",2011,11,30,2011-11-30,"closed","Private"
"11658",2011,12,1,2011-12-01,"closed","Private"
"11659",2011,12,2,2011-12-02,"closed","Private"
"11660",2011,12,3,2011-12-03,"closed","Private"
"11661",2011,12,4,2011-12-04,"closed","Private"
"11662",2011,12,5,2011-12-05,"closed","Private"
"11663",2011,12,6,2011-12-06,"closed","Private"
"11664",2011,12,7,2011-12-07,"closed","Private"
"11665",2011,12,8,2011-12-08,"closed","Private"
"11666",2011,12,9,2011-12-09,"closed","Private"
"11667",2011,12,10,2011-12-10,"closed","Private"
"11668",2011,12,11,2011-12-11,"closed","Private"
"11669",2011,12,12,2011-12-12,"closed","Private"
"11670",2011,12,13,2011-12-13,"closed","Private"
"11671",2011,12,14,2011-12-14,"closed","Private"
"11672",2011,12,15,2011-12-15,"closed","Private"
"11673",2011,12,16,2011-12-16,"closed","Private"
"11674",2011,12,17,2011-12-17,"closed","Private"
"11675",2011,12,18,2011-12-18,"closed","Private"
"11676",2011,12,19,2011-12-19,"closed","Private"
"11677",2011,12,20,2011-12-20,"closed","Private"
"11678",2011,12,21,2011-12-21,"closed","Private"
"11679",2011,12,22,2011-12-22,"closed","Private"
"11680",2011,12,23,2011-12-23,"closed","Private"
"11681",2011,12,24,2011-12-24,"closed","Private"
"11682",2011,12,25,2011-12-25,"closed","Private"
"11683",2011,12,26,2011-12-26,"closed","Private"
"11684",2011,12,27,2011-12-27,"closed","Private"
"11685",2011,12,28,2011-12-28,"closed","Private"
"11686",2011,12,29,2011-12-29,"closed","Private"
"11687",2011,12,30,2011-12-30,"closed","Private"
"11688",2011,12,31,2011-12-31,"closed","Private"
"11689",2012,1,1,2012-01-01,"closed","Private"
"11690",2012,1,2,2012-01-02,"closed","Private"
"11691",2012,1,3,2012-01-03,"closed","Private"
"11692",2012,1,4,2012-01-04,"closed","Private"
"11693",2012,1,5,2012-01-05,"closed","Private"
"11694",2012,1,6,2012-01-06,"closed","Private"
"11695",2012,1,7,2012-01-07,"closed","Private"
"11696",2012,1,8,2012-01-08,"closed","Private"
"11697",2012,1,9,2012-01-09,"closed","Private"
"11698",2012,1,10,2012-01-10,"closed","Private"
"11699",2012,1,11,2012-01-11,"closed","Private"
"11700",2012,1,12,2012-01-12,"closed","Private"
"11701",2012,1,13,2012-01-13,"closed","Private"
"11702",2012,1,14,2012-01-14,"closed","Private"
"11703",2012,1,15,2012-01-15,"closed","Private"
"11704",2012,1,16,2012-01-16,"closed","Private"
"11705",2012,1,17,2012-01-17,"closed","Private"
"11706",2012,1,18,2012-01-18,"closed","Private"
"11707",2012,1,19,2012-01-19,"closed","Private"
"11708",2012,1,20,2012-01-20,"closed","Private"
"11709",2012,1,21,2012-01-21,"closed","Private"
"11710",2012,1,22,2012-01-22,"closed","Private"
"11711",2012,1,23,2012-01-23,"closed","Private"
"11712",2012,1,24,2012-01-24,"closed","Private"
"11713",2012,1,25,2012-01-25,"closed","Private"
"11714",2012,1,26,2012-01-26,"closed","Private"
"11715",2012,1,27,2012-01-27,"closed","Private"
"11716",2012,1,28,2012-01-28,"closed","Private"
"11717",2012,1,29,2012-01-29,"closed","Private"
"11718",2012,1,30,2012-01-30,"closed","Private"
"11719",2012,1,31,2012-01-31,"closed","Private"
"11720",2012,2,1,2012-02-01,"closed","Private"
"11721",2012,2,2,2012-02-02,"closed","Private"
"11722",2012,2,3,2012-02-03,"closed","Private"
"11723",2012,2,4,2012-02-04,"closed","Private"
"11724",2012,2,5,2012-02-05,"closed","Private"
"11725",2012,2,6,2012-02-06,"closed","Private"
"11726",2012,2,7,2012-02-07,"closed","Private"
"11727",2012,2,8,2012-02-08,"closed","Private"
"11728",2012,2,9,2012-02-09,"closed","Private"
"11729",2012,2,10,2012-02-10,"closed","Private"
"11730",2012,2,11,2012-02-11,"closed","Private"
"11731",2012,2,12,2012-02-12,"closed","Private"
"11732",2012,2,13,2012-02-13,"closed","Private"
"11733",2012,2,14,2012-02-14,"closed","Private"
"11734",2012,2,15,2012-02-15,"closed","Private"
"11735",2012,2,16,2012-02-16,"closed","Private"
"11736",2012,2,17,2012-02-17,"closed","Private"
"11737",2012,2,18,2012-02-18,"closed","Private"
"11738",2012,2,19,2012-02-19,"closed","Private"
"11739",2012,2,20,2012-02-20,"closed","Private"
"11740",2012,2,21,2012-02-21,"closed","Private"
"11741",2012,2,22,2012-02-22,"closed","Private"
"11742",2012,2,23,2012-02-23,"closed","Private"
"11743",2012,2,24,2012-02-24,"closed","Private"
"11744",2012,2,25,2012-02-25,"closed","Private"
"11745",2012,2,26,2012-02-26,"closed","Private"
"11746",2012,2,27,2012-02-27,"closed","Private"
"11747",2012,2,28,2012-02-28,"closed","Private"
"11748",2012,2,29,2012-02-29,"closed","Private"
"11749",2012,3,1,2012-03-01,"closed","Private"
"11750",2012,3,2,2012-03-02,"closed","Private"
"11751",2012,3,3,2012-03-03,"closed","Private"
"11752",2012,3,4,2012-03-04,"closed","Private"
"11753",2012,3,5,2012-03-05,"closed","Private"
"11754",2012,3,6,2012-03-06,"closed","Private"
"11755",2012,3,7,2012-03-07,"closed","Private"
"11756",2012,3,8,2012-03-08,"closed","Private"
"11757",2012,3,9,2012-03-09,"closed","Private"
"11758",2012,3,10,2012-03-10,"closed","Private"
"11759",2012,3,11,2012-03-11,"closed","Private"
"11760",2012,3,12,2012-03-12,"closed","Private"
"11761",2012,3,13,2012-03-13,"closed","Private"
"11762",2012,3,14,2012-03-14,"closed","Private"
"11763",2012,3,15,2012-03-15,"closed","Private"
"11764",2012,3,16,2012-03-16,"closed","Private"
"11765",2012,3,17,2012-03-17,"closed","Private"
"11766",2012,3,18,2012-03-18,"closed","Private"
"11767",2012,3,19,2012-03-19,"closed","Private"
"11768",2012,3,20,2012-03-20,"closed","Private"
"11769",2012,3,21,2012-03-21,"closed","Private"
"11770",2012,3,22,2012-03-22,"closed","Private"
"11771",2012,3,23,2012-03-23,"closed","Private"
"11772",2012,3,24,2012-03-24,"closed","Private"
"11773",2012,3,25,2012-03-25,"closed","Private"
"11774",2012,3,26,2012-03-26,"closed","Private"
"11775",2012,3,27,2012-03-27,"closed","Private"
"11776",2012,3,28,2012-03-28,"closed","Private"
"11777",2012,3,29,2012-03-29,"closed","Private"
"11778",2012,3,30,2012-03-30,"closed","Private"
"11779",2012,3,31,2012-03-31,"closed","Private"
"11780",2012,4,1,2012-04-01,"closed","Private"
"11781",2012,4,2,2012-04-02,"closed","Private"
"11782",2012,4,3,2012-04-03,"closed","Private"
"11783",2012,4,4,2012-04-04,"closed","Private"
"11784",2012,4,5,2012-04-05,"closed","Private"
"11785",2012,4,6,2012-04-06,"closed","Private"
"11786",2012,4,7,2012-04-07,"closed","Private"
"11787",2012,4,8,2012-04-08,"closed","Private"
"11788",2012,4,9,2012-04-09,"closed","Private"
"11789",2012,4,10,2012-04-10,"closed","Private"
"11790",2012,4,11,2012-04-11,"closed","Private"
"11791",2012,4,12,2012-04-12,"closed","Private"
"11792",2012,4,13,2012-04-13,"closed","Private"
"11793",2012,4,14,2012-04-14,"closed","Private"
"11794",2012,4,15,2012-04-15,"closed","Private"
"11795",2012,4,16,2012-04-16,"closed","Private"
"11796",2012,4,17,2012-04-17,"closed","Private"
"11797",2012,4,18,2012-04-18,"closed","Private"
"11798",2012,4,19,2012-04-19,"closed","Private"
"11799",2012,4,20,2012-04-20,"closed","Private"
